"","Cgigas_KEGGID","time_point","module","KEGGID_pathway","Log_pvalue_adj","Rich_factor","Description","Cvirginica_GeneID","Cvirginica_Protein_name"
"43","crg:105333177","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111129849"," uncharacterized"
"44","crg:105333177","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111129848"," uncharacterized"
"45","crg:105335927","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111123154"," cathepsin O-like"
"46","crg:105335927","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111126013"," cathepsin O-like"
"47","crg:105337411","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111111521"," uncharacterized"
"48","crg:105337411","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111115345"," uncharacterized"
"49","crg:105337691","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111133529"," lysosomal aspartic protease-like"
"50","crg:105338718","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111134525"," lysosome-associated membrane glycoprotein 1-like"
"51","crg:105339566","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111107171"," dipeptidyl peptidase 1-like"
"52","crg:105340686","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111128921"," epididymal secretory protein E1-like"
"53","crg:105340688","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111130084"," epididymal secretory protein E1-like"
"54","crg:105340689","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111129681"," epididymal secretory protein E1-like"
"55","crg:105341596","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111123637"," cathepsin L1-like"
"56","crg:105341596","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111122563"," cathepsin L1-like"
"57","crg:105341596","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111125656"," cathepsin L1-like"
"58","crg:105341596","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111125197"," cathepsin L1-like"
"59","crg:105341596","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111126710"," cathepsin L1-like"
"60","crg:105341596","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111122564"," cathepsin L1-like"
"61","crg:105346019","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111126484"," uncharacterized"
"62","crg:105346019","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111126070"," uncharacterized"
"63","crg:105347059","Day 2 larvae","blue","crg04142",8.95,0.087,"Lysosome","LOC111118976"," prosaposin-like"
"64","crg:105317754","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111108442"," protein transport protein Sec61 subunit alpha"
"65","crg:105319124","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111114799"," V-type proton ATPase subunit C 1-like"
"66","crg:105321566","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111123623"," V-type proton ATPase 16 kDa proteolipid subunit-like"
"67","crg:105328999","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111101041"," V-type proton ATPase subunit B"
"68","crg:105337411","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111111521"," uncharacterized"
"69","crg:105337411","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111115345"," uncharacterized"
"70","crg:105338718","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111134525"," lysosome-associated membrane glycoprotein 1-like"
"71","crg:105341596","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111123637"," cathepsin L1-like"
"72","crg:105341596","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111122563"," cathepsin L1-like"
"73","crg:105341596","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111125656"," cathepsin L1-like"
"74","crg:105341596","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111125197"," cathepsin L1-like"
"75","crg:105341596","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111126710"," cathepsin L1-like"
"76","crg:105341596","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111122564"," cathepsin L1-like"
"77","crg:105345691","Day 2 larvae","blue","crg04145",4.09,0.071,"Phagosome","LOC111125836"," V-type proton ATPase subunit G-like"
"78","crg:105319124","Day 2 larvae","blue","crg00190",1.5,0.06,"Oxidative phosphorylation","LOC111114799"," V-type proton ATPase subunit C 1-like"
"79","crg:105321566","Day 2 larvae","blue","crg00190",1.5,0.06,"Oxidative phosphorylation","LOC111123623"," V-type proton ATPase 16 kDa proteolipid subunit-like"
"80","crg:105324755","Day 2 larvae","blue","crg00190",1.5,0.06,"Oxidative phosphorylation","LOC111102414"," ATP synthase F(0) complex subunit B1, mitochondrial-like"
"81","crg:105328999","Day 2 larvae","blue","crg00190",1.5,0.06,"Oxidative phosphorylation","LOC111101041"," V-type proton ATPase subunit B"
"82","crg:105345691","Day 2 larvae","blue","crg00190",1.5,0.06,"Oxidative phosphorylation","LOC111125836"," V-type proton ATPase subunit G-like"
"83","crg:105329775","Day 2 larvae","turquoise","crg03060",1.37,0.13,"Protein export","LOC111136391"," signal recognition particle receptor subunit beta-like"
"84","crg:105330866","Day 2 larvae","turquoise","crg03060",1.37,0.13,"Protein export","LOC111115647"," signal recognition particle 19 kDa protein-like"
"85","crg:105330866","Day 2 larvae","turquoise","crg03060",1.37,0.13,"Protein export","LOC111114773"," signal recognition particle 19 kDa protein-like"
"86","crg:105340191","Day 2 larvae","turquoise","crg03060",1.37,0.13,"Protein export","LOC111135352"," signal peptidase complex subunit 1-like"
"87","crg:105348945","Day 2 larvae","turquoise","crg03060",1.37,0.13,"Protein export","LOC111107953"," uncharacterized"
"88","crg:105348945","Day 2 larvae","turquoise","crg03060",1.37,0.13,"Protein export","LOC111106793"," mitochondrial inner membrane protease subunit 2-like"
"89","crg:105348945","Day 2 larvae","turquoise","crg03060",1.37,0.13,"Protein export","LOC111106955"," mitochondrial inner membrane protease subunit 2-like"
"90","crg:105321301","Day 2 larvae","turquoise","crg04070",1.37,0.061,"Phosphatidylinositol signaling system","LOC111135914"," inositol monophosphatase 1-like"
"91","crg:105327997","Day 2 larvae","turquoise","crg04070",1.37,0.061,"Phosphatidylinositol signaling system","LOC111129026"," calmodulin-A-like"
"92","crg:105338360","Day 2 larvae","turquoise","crg04070",1.37,0.061,"Phosphatidylinositol signaling system","LOC111114541"," calmodulin-like"
"93","crg:105342224","Day 2 larvae","turquoise","crg04070",1.37,0.061,"Phosphatidylinositol signaling system","LOC111111073"," calmodulin-2-like"
"94","crg:105342224","Day 2 larvae","turquoise","crg04070",1.37,0.061,"Phosphatidylinositol signaling system","LOC111110836"," calmodulin-2-like"
"95","crg:105325235","Day 2 larvae","turquoise","crg03040",1.37,0.058,"Spliceosome","LOC111126498"," zinc finger matrin-type protein 2-like"
"96","crg:105327851","Day 2 larvae","turquoise","crg03040",1.37,0.058,"Spliceosome","LOC111136440"," serine/arginine-rich splicing factor 1A-like"
"97","crg:105331507","Day 2 larvae","turquoise","crg03040",1.37,0.058,"Spliceosome","LOC111119975"," protein BUD31 homolog"
"98","crg:105331507","Day 2 larvae","turquoise","crg03040",1.37,0.058,"Spliceosome","LOC111119654"," protein BUD31 homolog"
"99","crg:105335780","Day 2 larvae","turquoise","crg03040",1.37,0.058,"Spliceosome","LOC111118539"," splicing factor U2AF 50 kDa subunit-like"
"100","crg:105339081","Day 2 larvae","turquoise","crg03040",1.37,0.058,"Spliceosome","LOC111120158"," transformer-2 protein homolog alpha-like"
"101","crg:105348755","Day 2 larvae","turquoise","crg03040",1.37,0.058,"Spliceosome","LOC111134475"," RNA-binding protein 8A-like"
"102","crg:105348805","Day 2 larvae","turquoise","crg03040",1.37,0.058,"Spliceosome","LOC111117994"," NHP2-like protein 1"
"103","crg:105348805","Day 2 larvae","turquoise","crg03040",1.37,0.058,"Spliceosome","LOC111118069"," NHP2-like protein 1"
"104","crg:105348805","Day 2 larvae","turquoise","crg03040",1.37,0.058,"Spliceosome","LOC111135336"," H/ACA ribonucleoprotein complex subunit 2-like protein"
"105","crg:105321021","Day 2 larvae","pink","crg03015",1.38,0.056,"mRNA surveillance pathway","LOC111121238"," RNA-binding protein with serine-rich domain 1-B-like"
"106","crg:105325000","Day 2 larvae","pink","crg03015",1.38,0.056,"mRNA surveillance pathway","LOC111100355"," eukaryotic peptide chain release factor subunit 1"
"107","crg:105326211","Day 2 larvae","pink","crg03015",1.38,0.056,"mRNA surveillance pathway","LOC111136039"," serine/threonine-protein phosphatase alpha-2 isoform-like"
"108","crg:105331297","Day 2 larvae","pink","crg03015",1.38,0.056,"mRNA surveillance pathway","LOC111100273"," cleavage stimulation factor subunit 2-like"
"109","crg:105325532","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111131429"," caveolin-1-like"
"110","crg:105325532","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111110460"," caveolin-1-like"
"111","crg:105325532","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111110461"," caveolin-1-like"
"112","crg:105325532","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111109850"," caveolin-1-like"
"113","crg:105325532","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111110759"," caveolin-1-like"
"114","crg:105325532","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111115448"," caveolin-1-like"
"115","crg:105327336","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111099150"," ras-related protein Rab-24-like"
"116","crg:105327336","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111137647"," ras-related protein Rab-24-like"
"117","crg:105327336","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111125144"," ras-related protein Rab-5B-like"
"118","crg:105328967","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111115795"," partitioning defective 3 homolog"
"119","crg:105334480","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111134329"," F-actin-capping protein subunit beta-like"
"120","crg:105339682","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111110459"," caveolin-3-like"
"121","crg:105339682","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111110762"," caveolin-1-like"
"122","crg:105339682","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111110117"," caveolin-1-like"
"123","crg:105339682","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111114774"," caveolin-1-like"
"124","crg:105342944","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111131471"," caveolin-1-like"
"125","crg:105345381","Day 2 larvae","pink","crg04144",2.13,0.042,"Endocytosis","LOC111136896"," AP-2 complex subunit mu"
"126","crg:105318798","Day 2 larvae","pink","crg04120",1.38,0.036,"Ubiquitin mediated proteolysis","LOC111132184"," elongin-B-like"
"127","crg:105320746","Day 2 larvae","pink","crg04120",1.38,0.036,"Ubiquitin mediated proteolysis","LOC111122524"," NEDD8-conjugating enzyme UBE2F-like"
"128","crg:105321026","Day 2 larvae","pink","crg04120",1.38,0.036,"Ubiquitin mediated proteolysis","LOC111119090"," ubiquitin-conjugating enzyme E2 S-like"
"129","crg:105329514","Day 2 larvae","pink","crg04120",1.38,0.036,"Ubiquitin mediated proteolysis","LOC111128792"," kelch-like protein 9"
"130","crg:105335778","Day 2 larvae","pink","crg04120",1.38,0.036,"Ubiquitin mediated proteolysis","LOC111118267"," ubiquitin-conjugating enzyme E2 D2B-like"
"131","crg:105343163","Day 2 larvae","pink","crg04120",1.38,0.036,"Ubiquitin mediated proteolysis","LOC111138391"," pre-mRNA-processing factor 19-like"
"132","crg:105343163","Day 2 larvae","pink","crg04120",1.38,0.036,"Ubiquitin mediated proteolysis","LOC111132870"," pre-mRNA-processing factor 19-like"
"133","crg:105317506","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111114067"," 40S ribosomal protein S11-like"
"134","crg:105319282","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111119826"," 60S ribosomal protein L34-like"
"135","crg:105319282","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111119059"," 60S ribosomal protein L34-like"
"136","crg:105319797","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111121848"," 40S ribosomal protein S7-like"
"137","crg:105319797","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111118983"," 40S ribosomal protein S7-like"
"138","crg:105320386","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111128646"," 39S ribosomal protein L14, mitochondrial-like"
"139","crg:105321548","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111124261"," uncharacterized"
"140","crg:105321548","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111124252"," uncharacterized"
"141","crg:105323167","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111115985"," 40S ribosomal protein S27-like"
"142","crg:105323167","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111114778"," 40S ribosomal protein S27-like"
"143","crg:105323603","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111130939"," 28S ribosomal protein S16, mitochondrial-like"
"144","crg:105324627","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111120067"," 60S ribosomal protein L27a-like"
"145","crg:105325638","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111136425"," 60S ribosomal protein L26-like"
"146","crg:105326418","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111118104"," 60S ribosomal protein L23"
"147","crg:105326463","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111106383"," 60S ribosomal protein L18a-like"
"148","crg:105326463","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111106322"," 60S ribosomal protein L18a-like"
"149","crg:105328963","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111120619"," probable 60S ribosomal protein L37-A"
"150","crg:105330605","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111135345"," 60S ribosomal protein L30-like"
"151","crg:105331157","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111118348"," 40S ribosomal protein S15Aa"
"152","crg:105332215","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111128580"," 40S ribosomal protein S15-like"
"153","crg:105332495","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111104388"," 40S ribosomal protein S4-like"
"154","crg:105332495","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111102380"," 40S ribosomal protein S4-like"
"155","crg:105332844","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111133720"," 60S ribosomal protein L14-like"
"156","crg:105332844","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111136230"," 60S ribosomal protein L14-like"
"157","crg:105333469","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111101860"," 60S ribosomal protein L35a-like"
"158","crg:105335803","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111103110"," 60S ribosomal protein L13a-like"
"159","crg:105335803","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111103170"," 60S ribosomal protein L13a-like"
"160","crg:105335873","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111126078"," 40S ribosomal protein S3"
"161","crg:105335873","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111126482"," 40S ribosomal protein S3"
"162","crg:105336480","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111119745"," 60S ribosomal protein L10-like"
"163","crg:105336480","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111119970"," 60S ribosomal protein L10-like"
"164","crg:105337746","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111135849"," 60S ribosomal protein L13-like"
"165","crg:105338035","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111129410"," 60S ribosomal protein L11-like"
"166","crg:105338085","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111100708"," 40S ribosomal protein S13-like"
"167","crg:105338614","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111127437"," 60S ribosomal protein L35-like"
"168","crg:105338952","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111108088"," 28S ribosomal protein S14, mitochondrial-like"
"169","crg:105339104","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111123867"," 40S ribosomal protein S25-like"
"170","crg:105340032","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111135077"," 40S ribosomal protein S8-like"
"171","crg:105340582","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111118510"," 40S ribosomal protein S20"
"172","crg:105341101","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111118126"," 40S ribosomal protein S9"
"173","crg:105341326","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111130218"," 40S ribosomal protein S6-like"
"174","crg:105341326","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111130771"," 40S ribosomal protein S6-like"
"175","crg:105341412","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111107343"," 40S ribosomal protein S10-like"
"176","crg:105341412","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111137591"," 40S ribosomal protein S10-like"
"177","crg:105342603","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111102811"," 60S ribosomal protein L24-like"
"178","crg:105342603","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111103150"," 60S ribosomal protein L24-like"
"179","crg:105343260","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111128009"," 40S ribosomal protein S17-like"
"180","crg:105343260","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111130625"," 40S ribosomal protein S17-like"
"181","crg:105344646","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111134500"," 60S ribosomal protein L7-like"
"182","crg:105347733","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111111438"," 60S ribosomal protein L27"
"183","crg:105347800","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111126281"," 40S ribosomal protein S18"
"184","crg:105348141","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111102683"," 60S ribosomal protein L44-like"
"185","crg:105348141","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111105616"," 60S ribosomal protein L44-like"
"186","crg:105348430","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111106468"," 40S ribosomal protein S23"
"187","crg:105348430","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111107317"," 40S ribosomal protein S23"
"188","crg:105348494","Day 2 larvae","black","crg03010",52.3,0.37,"Ribosome","LOC111118248"," 40S ribosomal protein S12-like"
"189","crg:105318424","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111136504"," NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial-like"
"190","crg:105319312","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111136515"," NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial-like"
"191","crg:105321030","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111121087"," acyl carrier protein, mitochondrial-like"
"192","crg:105322557","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111119450"," putative ATP synthase subunit f, mitochondrial"
"193","crg:105322557","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111121285"," putative ATP synthase subunit f, mitochondrial"
"194","crg:105323542","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111108591"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial-like"
"195","crg:105329407","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111133766"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9-like"
"196","crg:105341238","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111121515"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like"
"197","crg:105341417","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111129428"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-like"
"198","crg:105341417","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111129427"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-like"
"199","crg:105342170","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111132762"," cytochrome c oxidase subunit 6A2, mitochondrial-like"
"200","crg:105343349","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111117675"," ATP synthase subunit delta, mitochondrial-like"
"201","crg:105347217","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111133662"," cytochrome c oxidase subunit 4 isoform 1, mitochondrial-like"
"202","crg:105347217","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111136161"," cytochrome c oxidase subunit 4 isoform 1, mitochondrial-like"
