"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"13","crg:105318483","crg00970","Aminoacyl-tRNA biosynthesis","105341635/105336607/105332234/105336028/105338434/105336016/105348611/105343358/105327141/105328734/105318483/105336690",12,"105318483","aspartate--tRNA ligase, cytoplasmic isoform X1"
"14","crg:105318528","crg03050","Proteasome","105327391/105341348/105346293/105338413/105328897/105348466/105322442/105339979/105326796/105326861/105318105/105332983/105330688/105318528/105341026/105324879/105346718",17,"105318528","proteasome subunit alpha type-6"
"15","crg:105318614","crg00480","Glutathione metabolism","105323273/105343940/105318614/105343391/105342304/105320554/105331625/105320049/105327160/105344580/105330108/105318451/105346569/105345880/105343939/105337535/105320326/105348744",18,"105318614","ornithine decarboxylase"
"16","crg:105318712","crg03010","Ribosome","105332191/105318789/105341101/105318712/105327405/105323167/105321862/105333577/105323603/105335782/105336480/105318128/105320386/105339029/105331663/105336674/105323810/105329912/105317316/105333956/105345316/105318421/105338952/105325785/105347208",25,"105318712","39S ribosomal protein L10, mitochondrial isoform X1"
"17","crg:105318789","crg03010","Ribosome","105332191/105318789/105341101/105318712/105327405/105323167/105321862/105333577/105323603/105335782/105336480/105318128/105320386/105339029/105331663/105336674/105323810/105329912/105317316/105333956/105345316/105318421/105338952/105325785/105347208",25,"105318789","40S ribosomal protein S26"
"18","crg:105318855","crg04141","Protein processing in endoplasmic reticulum","105329338/105334865/105335778/105326153/105341095/105332358/105341091/105346081/105328588/105346120/105333050/105318855/105340370/105334510/105339057/105344405/105345989/105345701/105325178/105340656/105331521/105337540/105326385/105333774/105325010/105322320/105346349/105342515/105328488/105327783",30,"105318855","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B"
"19","crg:105319312","crg00190","Oxidative phosphorylation","105340141/105332665/105333395/105346116/105329817/105337089/105341417/105319312/105333576/105343349/105332292/105332067/105342980/105331281/105326432/105339285/105318076/105344651/105345808/105318424/105330603/105341248/105321030/105318401/105328999/105318218/105318342/105347858/105345750/105336770/105347217/105338659/109618245/105321566/105324755/105319696",36,"105319312","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"
"20","crg:105319620","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105319620","splicing factor 3B subunit 2"
"21","crg:105319696","crg00190","Oxidative phosphorylation","105340141/105332665/105333395/105346116/105329817/105337089/105341417/105319312/105333576/105343349/105332292/105332067/105342980/105331281/105326432/105339285/105318076/105344651/105345808/105318424/105330603/105341248/105321030/105318401/105328999/105318218/105318342/105347858/105345750/105336770/105347217/105338659/109618245/105321566/105324755/105319696",36,"105319696","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2"
"22","crg:105319941","crg00020","Citrate cycle (TCA cycle)","105319941/105338798/105337089/105343391/105322330/105343888/105326107/105341248/105328773/105338659/105345932",11,"105319941","succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial isoform X1"
"23","crg:105319941","crg01200","Carbon metabolism","105319941/105330845/105338798/105336470/105337089/105343391/105322330/105335180/105343888/105331916/105338629/105338126/105338616/105341248/105336766/105340512/105328773/105347662/105338659/105345932/105330868",21,"105319941","succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial isoform X1"
"24","crg:105320049","crg00480","Glutathione metabolism","105323273/105343940/105318614/105343391/105342304/105320554/105331625/105320049/105327160/105344580/105330108/105318451/105346569/105345880/105343939/105337535/105320326/105348744",18,"105320049","glutathione S-transferase P 1 isoform X1"
"25","crg:105320107","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105320107","crooked neck-like protein 1"
"26","crg:105320326","crg00480","Glutathione metabolism","105323273/105343940/105318614/105343391/105342304/105320554/105331625/105320049/105327160/105344580/105330108/105318451/105346569/105345880/105343939/105337535/105320326/105348744",18,"105320326","glutathione peroxidase"
"27","crg:105320386","crg03010","Ribosome","105332191/105318789/105341101/105318712/105327405/105323167/105321862/105333577/105323603/105335782/105336480/105318128/105320386/105339029/105331663/105336674/105323810/105329912/105317316/105333956/105345316/105318421/105338952/105325785/105347208",25,"105320386","39S ribosomal protein L14, mitochondrial"
"28","crg:105320554","crg00480","Glutathione metabolism","105323273/105343940/105318614/105343391/105342304/105320554/105331625/105320049/105327160/105344580/105330108/105318451/105346569/105345880/105343939/105337535/105320326/105348744",18,"105320554","S-crystallin SL11 isoform X1"
"29","crg:105320707","crg03015","mRNA surveillance pathway","105323966/105326211/105330886/105337161/105348755/105347084/105337940/105326545/105320707/105321705/105333262/105331297/105325000/105331061/105321021/105342117/105324454/105322560",18,"105320707","serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform"
"30","crg:105320849","crg03008","Ribosome biogenesis in eukaryotes","105320849/105347334/105328638/105348739/105332140/105345062/105344975/105348805/105323847/105345478/105348015/105347537/105327414/105338621/105340884/105335696/105334252/105343450",18,"105320849","WD repeat-containing protein 43"
"31","crg:105320915","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105320915","splicing factor 3B subunit 5"
"32","crg:105320956","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105320956","splicing factor U2AF 26 kDa subunit isoform X1"
"33","crg:105321021","crg03015","mRNA surveillance pathway","105323966/105326211/105330886/105337161/105348755/105347084/105337940/105326545/105320707/105321705/105333262/105331297/105325000/105331061/105321021/105342117/105324454/105322560",18,"105321021","RNA-binding protein with serine-rich domain 1-B"
"34","crg:105321030","crg00190","Oxidative phosphorylation","105340141/105332665/105333395/105346116/105329817/105337089/105341417/105319312/105333576/105343349/105332292/105332067/105342980/105331281/105326432/105339285/105318076/105344651/105345808/105318424/105330603/105341248/105321030/105318401/105328999/105318218/105318342/105347858/105345750/105336770/105347217/105338659/109618245/105321566/105324755/105319696",36,"105321030","acyl carrier protein, mitochondrial"
"35","crg:105321566","crg00190","Oxidative phosphorylation","105340141/105332665/105333395/105346116/105329817/105337089/105341417/105319312/105333576/105343349/105332292/105332067/105342980/105331281/105326432/105339285/105318076/105344651/105345808/105318424/105330603/105341248/105321030/105318401/105328999/105318218/105318342/105347858/105345750/105336770/105347217/105338659/109618245/105321566/105324755/105319696",36,"105321566","V-type proton ATPase 16 kDa proteolipid subunit"
"36","crg:105321607","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105321607","peptidyl-prolyl cis-trans isomerase E isoform X1"
"37","crg:105321705","crg03015","mRNA surveillance pathway","105323966/105326211/105330886/105337161/105348755/105347084/105337940/105326545/105320707/105321705/105333262/105331297/105325000/105331061/105321021/105342117/105324454/105322560",18,"105321705","TAR DNA-binding protein 43"
"38","crg:105321821","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105321821","pre-mRNA-splicing factor SPF27"
"39","crg:105321862","crg03010","Ribosome","105332191/105318789/105341101/105318712/105327405/105323167/105321862/105333577/105323603/105335782/105336480/105318128/105320386/105339029/105331663/105336674/105323810/105329912/105317316/105333956/105345316/105318421/105338952/105325785/105347208",25,"105321862","28S ribosomal protein S17, mitochondrial"
"40","crg:105322216","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105322216","LOW QUALITY PROTEIN: U1 small nuclear ribonucleoprotein A-like"
"41","crg:105322320","crg04141","Protein processing in endoplasmic reticulum","105329338/105334865/105335778/105326153/105341095/105332358/105341091/105346081/105328588/105346120/105333050/105318855/105340370/105334510/105339057/105344405/105345989/105345701/105325178/105340656/105331521/105337540/105326385/105333774/105325010/105322320/105346349/105342515/105328488/105327783",30,"105322320","protein disulfide-isomerase A4 isoform X1"
"42","crg:105322330","crg00020","Citrate cycle (TCA cycle)","105319941/105338798/105337089/105343391/105322330/105343888/105326107/105341248/105328773/105338659/105345932",11,"105322330","fumarate hydratase class I, aerobic"
"43","crg:105322330","crg01200","Carbon metabolism","105319941/105330845/105338798/105336470/105337089/105343391/105322330/105335180/105343888/105331916/105338629/105338126/105338616/105341248/105336766/105340512/105328773/105347662/105338659/105345932/105330868",21,"105322330","fumarate hydratase class I, aerobic"
"44","crg:105322442","crg03050","Proteasome","105327391/105341348/105346293/105338413/105328897/105348466/105322442/105339979/105326796/105326861/105318105/105332983/105330688/105318528/105341026/105324879/105346718",17,"105322442","proteasome subunit alpha type-4"
"45","crg:105322560","crg03015","mRNA surveillance pathway","105323966/105326211/105330886/105337161/105348755/105347084/105337940/105326545/105320707/105321705/105333262/105331297/105325000/105331061/105321021/105342117/105324454/105322560",18,"105322560","THO complex subunit 4 isoform X1"
"46","crg:105322560","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105322560","THO complex subunit 4 isoform X1"
"47","crg:105322652","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105322652","transcription elongation regulator 1 isoform X1"
"48","crg:105322958","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105322958","U6 snRNA-associated Sm-like protein LSm6 isoform X1"
"49","crg:105323167","crg03010","Ribosome","105332191/105318789/105341101/105318712/105327405/105323167/105321862/105333577/105323603/105335782/105336480/105318128/105320386/105339029/105331663/105336674/105323810/105329912/105317316/105333956/105345316/105318421/105338952/105325785/105347208",25,"105323167","40S ribosomal protein S27-like"
"50","crg:105323273","crg00480","Glutathione metabolism","105323273/105343940/105318614/105343391/105342304/105320554/105331625/105320049/105327160/105344580/105330108/105318451/105346569/105345880/105343939/105337535/105320326/105348744",18,"105323273","glutathione S-transferase 1-1 isoform X1"
"51","crg:105323603","crg03010","Ribosome","105332191/105318789/105341101/105318712/105327405/105323167/105321862/105333577/105323603/105335782/105336480/105318128/105320386/105339029/105331663/105336674/105323810/105329912/105317316/105333956/105345316/105318421/105338952/105325785/105347208",25,"105323603","28S ribosomal protein S16, mitochondrial"
"52","crg:105323611","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105323611","U6 snRNA-associated Sm-like protein LSm3"
"53","crg:105323810","crg03010","Ribosome","105332191/105318789/105341101/105318712/105327405/105323167/105321862/105333577/105323603/105335782/105336480/105318128/105320386/105339029/105331663/105336674/105323810/105329912/105317316/105333956/105345316/105318421/105338952/105325785/105347208",25,"105323810","39S ribosomal protein L4, mitochondrial isoform X1"
"54","crg:105323847","crg03008","Ribosome biogenesis in eukaryotes","105320849/105347334/105328638/105348739/105332140/105345062/105344975/105348805/105323847/105345478/105348015/105347537/105327414/105338621/105340884/105335696/105334252/105343450",18,"105323847","transducin beta-like protein 3"
"55","crg:105323966","crg03015","mRNA surveillance pathway","105323966/105326211/105330886/105337161/105348755/105347084/105337940/105326545/105320707/105321705/105333262/105331297/105325000/105331061/105321021/105342117/105324454/105322560",18,"105323966","polyadenylate-binding protein 1 isoform X1"
"56","crg:105324454","crg03015","mRNA surveillance pathway","105323966/105326211/105330886/105337161/105348755/105347084/105337940/105326545/105320707/105321705/105333262/105331297/105325000/105331061/105321021/105342117/105324454/105322560",18,"105324454","serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform isoform X1"
"57","crg:105324755","crg00190","Oxidative phosphorylation","105340141/105332665/105333395/105346116/105329817/105337089/105341417/105319312/105333576/105343349/105332292/105332067/105342980/105331281/105326432/105339285/105318076/105344651/105345808/105318424/105330603/105341248/105321030/105318401/105328999/105318218/105318342/105347858/105345750/105336770/105347217/105338659/109618245/105321566/105324755/105319696",36,"105324755","ATP synthase F(0) complex subunit B1, mitochondrial"
"58","crg:105324879","crg03050","Proteasome","105327391/105341348/105346293/105338413/105328897/105348466/105322442/105339979/105326796/105326861/105318105/105332983/105330688/105318528/105341026/105324879/105346718",17,"105324879","proteasome subunit beta type-7"
"59","crg:105325000","crg03015","mRNA surveillance pathway","105323966/105326211/105330886/105337161/105348755/105347084/105337940/105326545/105320707/105321705/105333262/105331297/105325000/105331061/105321021/105342117/105324454/105322560",18,"105325000","eukaryotic peptide chain release factor subunit 1"
"60","crg:105325010","crg04141","Protein processing in endoplasmic reticulum","105329338/105334865/105335778/105326153/105341095/105332358/105341091/105346081/105328588/105346120/105333050/105318855/105340370/105334510/105339057/105344405/105345989/105345701/105325178/105340656/105331521/105337540/105326385/105333774/105325010/105322320/105346349/105342515/105328488/105327783",30,"105325010","hypoxia up-regulated protein 1 isoform X1"
"61","crg:105325178","crg04141","Protein processing in endoplasmic reticulum","105329338/105334865/105335778/105326153/105341095/105332358/105341091/105346081/105328588/105346120/105333050/105318855/105340370/105334510/105339057/105344405/105345989/105345701/105325178/105340656/105331521/105337540/105326385/105333774/105325010/105322320/105346349/105342515/105328488/105327783",30,"105325178","S-phase kinase-associated protein 1"
"62","crg:105325235","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105325235","zinc finger matrin-type protein 2"
"63","crg:105325785","crg03010","Ribosome","105332191/105318789/105341101/105318712/105327405/105323167/105321862/105333577/105323603/105335782/105336480/105318128/105320386/105339029/105331663/105336674/105323810/105329912/105317316/105333956/105345316/105318421/105338952/105325785/105347208",25,"105325785","28S ribosomal protein S7, mitochondrial"
"64","crg:105326107","crg00020","Citrate cycle (TCA cycle)","105319941/105338798/105337089/105343391/105322330/105343888/105326107/105341248/105328773/105338659/105345932",11,"105326107","Pepck; uncharacterized protein LOC105326107"
"65","crg:105326153","crg04141","Protein processing in endoplasmic reticulum","105329338/105334865/105335778/105326153/105341095/105332358/105341091/105346081/105328588/105346120/105333050/105318855/105340370/105334510/105339057/105344405/105345989/105345701/105325178/105340656/105331521/105337540/105326385/105333774/105325010/105322320/105346349/105342515/105328488/105327783",30,"105326153","transitional endoplasmic reticulum ATPase"
"66","crg:105326211","crg03015","mRNA surveillance pathway","105323966/105326211/105330886/105337161/105348755/105347084/105337940/105326545/105320707/105321705/105333262/105331297/105325000/105331061/105321021/105342117/105324454/105322560",18,"105326211","serine/threonine-protein phosphatase alpha-2 isoform"
"67","crg:105326385","crg04141","Protein processing in endoplasmic reticulum","105329338/105334865/105335778/105326153/105341095/105332358/105341091/105346081/105328588/105346120/105333050/105318855/105340370/105334510/105339057/105344405/105345989/105345701/105325178/105340656/105331521/105337540/105326385/105333774/105325010/105322320/105346349/105342515/105328488/105327783",30,"105326385","heat shock 70 kDa protein 4 isoform X1"
"68","crg:105326432","crg00190","Oxidative phosphorylation","105340141/105332665/105333395/105346116/105329817/105337089/105341417/105319312/105333576/105343349/105332292/105332067/105342980/105331281/105326432/105339285/105318076/105344651/105345808/105318424/105330603/105341248/105321030/105318401/105328999/105318218/105318342/105347858/105345750/105336770/105347217/105338659/109618245/105321566/105324755/105319696",36,"105326432","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
"69","crg:105326545","crg03015","mRNA surveillance pathway","105323966/105326211/105330886/105337161/105348755/105347084/105337940/105326545/105320707/105321705/105333262/105331297/105325000/105331061/105321021/105342117/105324454/105322560",18,"105326545","DAZ-associated protein 1 isoform X1"
"70","crg:105326740","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105326740","ATP-dependent RNA helicase DHX8"
"71","crg:105326796","crg03050","Proteasome","105327391/105341348/105346293/105338413/105328897/105348466/105322442/105339979/105326796/105326861/105318105/105332983/105330688/105318528/105341026/105324879/105346718",17,"105326796","26S proteasome regulatory subunit 4"
"72","crg:105326861","crg03050","Proteasome","105327391/105341348/105346293/105338413/105328897/105348466/105322442/105339979/105326796/105326861/105318105/105332983/105330688/105318528/105341026/105324879/105346718",17,"105326861","proteasomal ubiquitin receptor ADRM1-B"
"73","crg:105326999","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105326999","serine/arginine-rich splicing factor 6 isoform X3"
"74","crg:105327141","crg00970","Aminoacyl-tRNA biosynthesis","105341635/105336607/105332234/105336028/105338434/105336016/105348611/105343358/105327141/105328734/105318483/105336690",12,"105327141","tryptophan--tRNA ligase, cytoplasmic"
"75","crg:105327160","crg00480","Glutathione metabolism","105323273/105343940/105318614/105343391/105342304/105320554/105331625/105320049/105327160/105344580/105330108/105318451/105346569/105345880/105343939/105337535/105320326/105348744",18,"105327160","gamma-glutamylcyclotransferase"
"76","crg:105327391","crg03050","Proteasome","105327391/105341348/105346293/105338413/105328897/105348466/105322442/105339979/105326796/105326861/105318105/105332983/105330688/105318528/105341026/105324879/105346718",17,"105327391","26S proteasome non-ATPase regulatory subunit 4"
"77","crg:105327405","crg03010","Ribosome","105332191/105318789/105341101/105318712/105327405/105323167/105321862/105333577/105323603/105335782/105336480/105318128/105320386/105339029/105331663/105336674/105323810/105329912/105317316/105333956/105345316/105318421/105338952/105325785/105347208",25,"105327405","39S ribosomal protein L30, mitochondrial"
"78","crg:105327414","crg03008","Ribosome biogenesis in eukaryotes","105320849/105347334/105328638/105348739/105332140/105345062/105344975/105348805/105323847/105345478/105348015/105347537/105327414/105338621/105340884/105335696/105334252/105343450",18,"105327414","U3 small nucleolar RNA-associated protein 18 homolog"
"79","crg:105327783","crg04141","Protein processing in endoplasmic reticulum","105329338/105334865/105335778/105326153/105341095/105332358/105341091/105346081/105328588/105346120/105333050/105318855/105340370/105334510/105339057/105344405/105345989/105345701/105325178/105340656/105331521/105337540/105326385/105333774/105325010/105322320/105346349/105342515/105328488/105327783",30,"105327783","glucosidase 2 subunit beta isoform X2"
"80","crg:105328352","crg03040","Spliceosome","105337188/105348755/105326740/105322958/105334527/105335780/105339081/105337940/105347185/105348805/105320915/105321607/105321821/105334510/105339474/105319620/105322652/105330153/105343163/105345480/105331507/105340745/105346162/105320956/105320107/105343416/105318287/105326999/105317098/105322560/105322216/105338772/105341528/105347083/105328352/105348485/105325235/105336187/105330935/105323611",40,"105328352","serine/arginine-rich splicing factor 7"
"81","crg:105328488","crg04141","Protein processing in endoplasmic reticulum","105329338/105334865/105335778/105326153/105341095/105332358/105341091/105346081/105328588/105346120/105333050/105318855/105340370/105334510/105339057/105344405/105345989/105345701/105325178/105340656/105331521/105337540/105326385/105333774/105325010/105322320/105346349/105342515/105328488/105327783",30,"105328488","LOW QUALITY PROTEIN: neutral alpha-glucosidase AB"
"82","crg:105328588","crg04141","Protein processing in endoplasmic reticulum","105329338/105334865/105335778/105326153/105341095/105332358/105341091/105346081/105328588/105346120/105333050/105318855/105340370/105334510/105339057/105344405/105345989/105345701/105325178/105340656/105331521/105337540/105326385/105333774/105325010/105322320/105346349/105342515/105328488/105327783",30,"105328588","translocon-associated protein subunit alpha"
"83","crg:105328638","crg03008","Ribosome biogenesis in eukaryotes","105320849/105347334/105328638/105348739/105332140/105345062/105344975/105348805/105323847/105345478/105348015/105347537/105327414/105338621/105340884/105335696/105334252/105343450",18,"105328638","ribosome maturation protein SBDS"
"84","crg:105328734","crg00970","Aminoacyl-tRNA biosynthesis","105341635/105336607/105332234/105336028/105338434/105336016/105348611/105343358/105327141/105328734/105318483/105336690",12,"105328734","phenylalanine--tRNA ligase alpha subunit"
"85","crg:105328773","crg01200","Carbon metabolism","105319941/105330845/105338798/105336470/105337089/105343391/105322330/105335180/105343888/105331916/105338629/105338126/105338616/105341248/105336766/105340512/105328773/105347662/105338659/105345932/105330868",21,"105328773","succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial isoform X1"
"86","crg:105328773","crg00020","Citrate cycle (TCA cycle)","105319941/105338798/105337089/105343391/105322330/105343888/105326107/105341248/105328773/105338659/105345932",11,"105328773","succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial isoform X1"
